Date,Open,High,Low,Close,Adj Close,Volume,MarketCap,EnterpriseValue,PeRatio,PsRatio,PbRatio,EnterprisesValueRevenueRatio,EnterprisesValueEBITDARatio,TotalRevenue,OperatingRevenue,CostOfRevenue,GrossProfit,OperatingExpense,SellingGeneralAndAdministration,OperatingIncome,OtherIncomeExpense,PretaxIncome,TaxProvision,NetIncomeCommonStockholders,NetIncome,NetIncomeIncludingNoncontrollingInterests,NetIncomeContinuousOperations,DilutedNIAvailtoComStockholders,BasicEPS,DilutedEPS,BasicAverageShares,DilutedAverageShares,TotalOperatingIncomeAsReported,TotalExpenses,NetIncomeFromContinuingAndDiscontinuedOperation,NormalizedIncome,EBIT,EBITDA,ReconciledCostOfRevenue,ReconciledDepreciation,NetIncomeFromContinuingOperationNetMinorityInterest,NormalizedEBITDA,TaxRateForCalcs,TaxEffectOfUnusualItems,TotalAssets,CurrentAssets,CashCashEquivalentsAndShortTermInvestments,CashAndCashEquivalents,Receivables,Inventory,TotalNonCurrentAssets,NetPPE,GrossPPE,AccumulatedDepreciation,GoodwillAndOtherIntangibleAssets,OtherIntangibleAssets,OtherNonCurrentAssets,TotalLiabilitiesNetMinorityInterest,CurrentLiabilities,PayablesAndAccruedExpenses,Payables,AccountsPayable,CurrentDebtAndCapitalLeaseObligation,CurrentDebt,TotalNonCurrentLiabilitiesNetMinorityInterest,LongTermDebtAndCapitalLeaseObligation,LongTermDebt,NonCurrentDeferredLiabilities,NonCurrentDeferredTaxesLiabilities,OtherNonCurrentLiabilities,TotalEquityGrossMinorityInterest,StockholdersEquity,RetainedEarnings,TotalCapitalization,CommonStockEquity,NetTangibleAssets,WorkingCapital,InvestedCapital,TangibleBookValue,TotalDebt,ShareIssued,OrdinarySharesNumber,OperatingCashFlow,CashFlowFromContinuingOperatingActivities,NetIncomeFromContinuingOperations,DepreciationAmortizationDepletion,DepreciationAndAmortization,DeferredTax,DeferredIncomeTax,InvestingCashFlow,CashFlowFromContinuingInvestingActivities,NetPPEPurchaseAndSale,PurchaseOfPPE,FinancingCashFlow,CashFlowFromContinuingFinancingActivities,NetIssuancePaymentsOfDebt,NetCommonStockIssuance,CommonStockIssuance,CommonStockPayments,EndCashPosition,ChangesInCash,EffectOfExchangeRateChanges,BeginningCashPosition,CapitalExpenditure,IssuanceOfCapitalStock,RepurchaseOfCapitalStock,FreeCashFlow
9/30/2006,22.450001,23.75,21.860001,23.360001,13.890952,386309000,"104,640,560,000","105,438,560,000",20.685,4.547,6.111,16.337,55.64,"6,454,000,000","6,454,000,000","2,265,000,000","4,189,000,000","2,527,000,000","2,527,000,000","1,662,000,000","176,000,000","1,826,000,000","366,000,000","1,460,000,000","1,460,000,000","1,460,000,000","1,460,000,000","1,460,000,000",0.31,0.31,"4,684,000,000","4,686,000,000","1,662,000,000","4,792,000,000","1,460,000,000","1,503,975,903.61","1,662,000,000","1,895,000,000","2,265,000,000","233,000,000","1,460,000,000","1,950,000,000",0.2,"-11,024,096.39","31,303,000,000","9,360,000,000","3,523,000,000","3,388,000,000","2,489,000,000","1,592,000,000","21,943,000,000","6,728,000,000","11,081,000,000","-4,353,000,000","5,101,000,000","3,795,000,000","10,114,000,000","13,303,000,000","9,234,000,000","6,136,000,000","5,620,000,000","5,620,000,000","3,098,000,000","3,098,000,000","4,069,000,000","1,242,000,000","1,242,000,000","732,000,000","732,000,000","2,095,000,000","18,000,000,000","18,000,000,000","33,514,000,000","19,242,000,000","18,000,000,000","12,899,000,000","126,000,000","22,340,000,000","12,899,000,000","4,340,000,000","4,684,000,000","4,684,000,000","1,872,000,000","1,872,000,000","1,460,000,000","233,000,000","233,000,000","-43,000,000","-43,000,000","-845,000,000","-845,000,000","-313,000,000","-334,000,000","-1,617,000,000","-1,617,000,000","-871,000,000","-40,000,000","7,000,000","-47,000,000","3,388,000,000","-590,000,000","-26,000,000","4,004,000,000","-334,000,000","7,000,000","-47,000,000","1,538,000,000"
6/30/2006,21.6,22.395,21.184999,22.25,13.139299,251795800,"100,752,840,000","101,550,840,000",19.917,4.378,5.884,15.681,44.874,"6,476,000,000","6,476,000,000","2,110,000,000","4,366,000,000","2,327,000,000","2,327,000,000","2,039,000,000","368,000,000","2,391,000,000","555,000,000","1,836,000,000","1,836,000,000","1,836,000,000","1,836,000,000","1,836,000,000",0.39,0.39,"4,700,000,000","4,704,000,000","2,039,000,000","4,437,000,000","1,836,000,000","1,746,925,972.40","2,039,000,000","2,263,000,000","2,110,000,000","224,000,000","1,836,000,000","2,147,000,000",0.232,"26,925,972.40","30,350,000,000","10,053,000,000","4,130,000,000","4,004,000,000","2,593,000,000","1,624,000,000","20,297,000,000","6,254,000,000","10,607,000,000","-4,353,000,000","4,203,000,000","2,993,000,000","9,840,000,000","13,228,000,000","9,812,000,000","6,024,000,000","5,317,000,000","5,317,000,000","3,788,000,000","3,788,000,000","3,416,000,000","1,140,000,000","1,140,000,000","490,000,000","490,000,000","1,786,000,000","17,122,000,000","17,122,000,000","32,780,000,000","18,262,000,000","17,122,000,000","12,919,000,000","241,000,000","22,050,000,000","12,919,000,000","4,928,000,000","4,684,000,000","4,684,000,000","2,055,000,000","2,055,000,000","1,836,000,000","224,000,000","224,000,000","39,000,000","39,000,000","-194,000,000","-194,000,000","-331,000,000","-370,000,000","-2,242,000,000","-2,242,000,000","-832,000,000","-656,000,000",0,"-656,000,000","4,004,000,000","-381,000,000","21,000,000","4,364,000,000","-370,000,000",0,"-656,000,000","1,685,000,000"
3/31/2006,21.049999,21.120001,20.43,20.98,12.300645,219255800,"98,687,590,000","99,852,590,000",20.033,4.313,6.015,19.107,64.049,"5,226,000,000","5,226,000,000","1,771,000,000","3,455,000,000","2,105,000,000","2,060,000,000","1,350,000,000","73,000,000","1,475,000,000","369,000,000","1,106,000,000","1,106,000,000","1,106,000,000","1,106,000,000","1,106,000,000",0.235,0.235,"4,730,000,000","4,732,000,000","1,395,000,000","3,876,000,000","1,106,000,000","1,115,747,796.61","1,350,000,000","1,559,000,000","1,771,000,000","209,000,000","1,106,000,000","1,572,000,000",0.25,"-3,252,203.39","29,811,000,000","10,110,000,000","4,492,000,000","4,364,000,000","2,237,000,000","1,549,000,000","19,701,000,000","5,936,000,000","10,289,000,000","-4,353,000,000","4,113,000,000","4,113,000,000","9,652,000,000","13,405,000,000","10,115,000,000","5,610,000,000","4,954,000,000","4,954,000,000","4,505,000,000","4,505,000,000","3,290,000,000","1,152,000,000","1,152,000,000","407,000,000","407,000,000","1,731,000,000","16,406,000,000","16,406,000,000","31,672,000,000","17,558,000,000","16,406,000,000","12,293,000,000","-5,000,000","22,063,000,000","12,293,000,000","5,657,000,000","4,714,000,000","4,714,000,000","707,000,000","707,000,000","1,106,000,000","209,000,000","209,000,000","-28,000,000","-28,000,000","-503,000,000","-503,000,000","-244,000,000","-256,000,000","-582,000,000","-582,000,000","-74,000,000","-508,000,000","1,000,000","-509,000,000","4,364,000,000","-378,000,000","41,000,000","4,701,000,000","-256,000,000","1,000,000","-509,000,000","451,000,000"
12/31/2005,20.395,20.995001,19.68,20.690001,12.042693,283895000,"95,494,390,000","94,632,390,000",18.576,4.215,5.778,17.048,62.34,"5,551,000,000","5,551,000,000","1,996,000,000","3,555,000,000","2,293,000,000","2,293,000,000","1,262,000,000","100,000,000","1,373,000,000","509,000,000","864,000,000","864,000,000","864,000,000","864,000,000","864,000,000",0.185,0.185,"4,754,000,000","4,754,000,000","1,262,000,000","4,289,000,000","864,000,000","880,990,531.68","1,262,000,000","1,518,000,000","1,996,000,000","256,000,000","864,000,000","1,545,000,000",0.371,"-10,009,468.32","29,427,000,000","10,250,000,000","4,767,000,000","4,701,000,000","2,281,000,000","1,424,000,000","19,177,000,000","5,786,000,000","10,139,000,000","-4,353,000,000","3,821,000,000","3,821,000,000","9,570,000,000","13,072,000,000","9,836,000,000","5,290,000,000","4,493,000,000","4,493,000,000","4,546,000,000","4,546,000,000","3,236,000,000","1,154,000,000","1,154,000,000","352,000,000","352,000,000","1,730,000,000","16,355,000,000","16,355,000,000","31,299,000,000","17,509,000,000","16,355,000,000","12,534,000,000","414,000,000","22,055,000,000","12,534,000,000","5,700,000,000","4,738,000,000","4,738,000,000","1,143,000,000","1,143,000,000","864,000,000","256,000,000","256,000,000","-14,000,000","-14,000,000","-279,000,000","-279,000,000","-266,000,000","-266,000,000","-1,143,000,000","-1,143,000,000","556,000,000","-367,000,000","93,000,000","-460,000,000","4,701,000,000","-279,000,000","29,000,000","4,951,000,000","-266,000,000","93,000,000","-460,000,000","877,000,000"
9/30/2005,21.605,21.799999,20.639999,21.389999,12.368645,270077400,"102,682,742,071","101,820,742,071",19.903,4.516,6.213,16.866,59.233,"6,037,000,000","6,037,000,000","2,235,000,000","3,802,000,000","2,310,000,000","2,310,000,000","1,492,000,000","161,000,000","1,653,000,000","370,000,000","1,283,000,000","1,283,000,000","1,283,000,000","1,283,000,000","1,283,000,000",0.27,0.27,"4,768,000,000","4,770,000,000","1,492,000,000","4,545,000,000","1,283,000,000","1,309,389,594.68","1,492,000,000","1,719,000,000","2,235,000,000","227,000,000","1,283,000,000","1,753,000,000",0.224,"-7,610,405.32","29,883,000,000","10,520,000,000","5,062,000,000","4,951,000,000","2,217,000,000","1,431,000,000","19,363,000,000","5,877,000,000","10,217,000,000","-4,340,000,000","3,887,000,000","3,887,000,000","9,599,000,000","13,357,000,000","8,956,000,000","5,877,000,000","5,194,000,000","5,194,000,000","3,079,000,000","3,079,000,000","4,401,000,000","1,121,000,000","1,121,000,000","537,000,000","537,000,000","2,743,000,000","16,526,000,000","16,526,000,000","31,100,000,000","17,647,000,000","16,526,000,000","12,639,000,000","1,564,000,000","20,726,000,000","12,639,000,000","4,200,000,000","4,754,931,330","4,754,931,330","1,746,000,000","1,746,000,000","1,283,000,000","227,000,000","227,000,000","-115,000,000","-115,000,000","-569,000,000","-569,000,000","-195,000,000","-257,000,000","-1,102,000,000","-1,102,000,000","-635,000,000","-452,000,000","86,000,000","-538,000,000","4,951,000,000","75,000,000","-76,000,000","4,952,000,000","-257,000,000","86,000,000","-538,000,000","1,489,000,000"
6/30/2005,20.98,22.305,20.695,21.879999,12.571919,241584800,"99,670,474,187","99,492,474,187",20.668,4.468,6.099,15.767,45.327,"6,310,000,000","6,310,000,000","2,146,000,000","4,164,000,000","2,192,000,000","2,192,000,000","1,972,000,000","252,000,000","2,216,000,000","493,000,000","1,723,000,000","1,723,000,000","1,723,000,000","1,723,000,000","1,723,000,000",0.36,0.36,"4,798,000,000","4,802,000,000","1,972,000,000","4,338,000,000","1,723,000,000","1,734,662,906.14","1,972,000,000","2,195,000,000","2,146,000,000","223,000,000","1,723,000,000","2,210,000,000",0.222,"-3,337,093.86","29,678,000,000","10,593,000,000","5,011,000,000","4,952,000,000","2,349,000,000","1,476,000,000","19,085,000,000","5,830,000,000","10,089,000,000","-4,259,000,000","3,771,000,000","3,771,000,000","9,484,000,000","13,335,000,000","8,830,000,000","5,107,000,000","4,288,000,000","4,288,000,000","3,723,000,000","3,723,000,000","4,505,000,000","1,110,000,000","1,110,000,000","560,000,000","560,000,000","2,835,000,000","16,343,000,000","16,343,000,000","30,485,000,000","17,453,000,000","16,343,000,000","12,572,000,000","1,763,000,000","21,176,000,000","12,572,000,000","4,833,000,000","4,774,633,494","4,774,633,494","2,162,000,000","2,162,000,000","1,723,000,000","223,000,000","223,000,000","46,000,000","46,000,000","-489,000,000","-489,000,000","-199,000,000","-211,000,000","-3,611,000,000","-3,611,000,000","-2,021,000,000","-919,000,000","42,000,000","-961,000,000","4,952,000,000","-1,938,000,000","-75,000,000","6,965,000,000","-211,000,000","42,000,000","-961,000,000","1,951,000,000"
3/31/2005,20.915001,21.75,20.370001,21.719999,12.400489,277122600,"100,381,888,325","100,358,888,325",21.26,4.554,6.08,19.058,63.318,"5,266,000,000","5,266,000,000","1,809,000,000","3,457,000,000","2,098,000,000","2,098,000,000","1,359,000,000","97,000,000","1,448,000,000","446,000,000","1,002,000,000","1,002,000,000","1,002,000,000","1,002,000,000","1,002,000,000",0.21,0.21,"4,818,000,000","4,820,000,000","1,359,000,000","3,907,000,000","1,002,000,000","997,848,066.30","1,359,000,000","1,585,000,000","1,809,000,000","226,000,000","1,002,000,000","1,579,000,000",0.308,"1,848,066.30","31,614,000,000","12,286,000,000","7,026,000,000","6,965,000,000","2,115,000,000","1,511,000,000","19,328,000,000","6,063,000,000","10,267,000,000","-4,204,000,000","3,842,000,000","3,842,000,000","9,423,000,000","15,103,000,000","10,636,000,000","4,774,000,000","4,026,000,000","4,026,000,000","5,862,000,000","5,862,000,000","4,467,000,000","1,141,000,000","1,141,000,000","485,000,000","485,000,000","2,841,000,000","16,511,000,000","16,511,000,000","29,432,000,000","17,652,000,000","16,511,000,000","12,669,000,000","1,650,000,000","23,514,000,000","12,669,000,000","7,003,000,000","4,817,945,204","4,817,945,204","1,372,000,000","1,372,000,000","1,002,000,000","226,000,000","226,000,000","-5,000,000","-5,000,000","-159,000,000","-159,000,000","-151,000,000","-165,000,000","-929,000,000","-929,000,000","-182,000,000","-87,000,000","9,000,000","-96,000,000","6,965,000,000","284,000,000","-26,000,000","6,707,000,000","-165,000,000","9,000,000","-96,000,000","1,207,000,000"
12/31/2004,20.950001,21.0,20.275,20.745001,11.766837,236828200,"100,324,857,929","100,734,857,929",20.82,4.605,6.296,19.162,62.568,"5,257,000,000","5,257,000,000","1,803,000,000","3,454,000,000","2,107,000,000","2,107,000,000","1,347,000,000","82,000,000","1,422,000,000","221,000,000","1,201,000,000","1,201,000,000","1,201,000,000","1,201,000,000","1,201,000,000",0.25,0.25,"4,822,000,000","4,828,000,000","1,347,000,000","3,910,000,000","1,201,000,000","1,237,317,158.93","1,347,000,000","1,610,000,000","1,803,000,000","263,000,000","1,201,000,000","1,653,000,000",0.155,"-6,682,841.07","31,327,000,000","12,094,000,000","6,768,000,000","6,707,000,000","2,171,000,000","1,420,000,000","19,233,000,000","6,091,000,000","10,149,000,000","-4,058,000,000","3,836,000,000","3,836,000,000","9,306,000,000","15,392,000,000","10,971,000,000","4,950,000,000","4,283,000,000","4,283,000,000","6,021,000,000","6,021,000,000","4,421,000,000","1,157,000,000","1,157,000,000","450,000,000","450,000,000","2,814,000,000","15,935,000,000","15,935,000,000","29,105,000,000","17,092,000,000","15,935,000,000","12,099,000,000","1,123,000,000","23,113,000,000","12,099,000,000","7,178,000,000","4,818,677,134","4,818,677,134","1,378,000,000","1,378,000,000","1,201,000,000","263,000,000","263,000,000","206,000,000","206,000,000","124,000,000","124,000,000","50,000,000","-235,000,000","-284,000,000","-284,000,000","581,000,000","-245,000,000","22,000,000","-267,000,000","6,707,000,000","1,218,000,000","124,000,000","5,365,000,000","-235,000,000","22,000,000","-267,000,000","1,143,000,000"
9/30/2004,20.24,20.57,19.15,20.33,11.45912,284754200,"96,768,021,295","97,766,021,295",21.303,4.464,6.471,17.267,74.802,"5,662,000,000","5,662,000,000","2,052,000,000","3,610,000,000","2,513,000,000","2,513,000,000","1,097,000,000","146,000,000","1,235,000,000","300,000,000","935,000,000","935,000,000","935,000,000","935,000,000","935,000,000",0.195,0.195,"4,842,000,000","4,848,000,000","1,097,000,000","4,565,000,000","935,000,000","960,740,890.69","1,097,000,000","1,307,000,000","2,052,000,000","210,000,000","935,000,000","1,341,000,000",0.243,"-8,259,109.31","29,300,000,000","10,420,000,000","5,520,000,000","5,365,000,000","1,985,000,000","1,414,000,000","18,880,000,000","6,171,000,000","10,271,000,000","-4,100,000,000","3,718,000,000","3,718,000,000","8,991,000,000","14,346,000,000","10,213,000,000","4,883,000,000","4,021,000,000","4,021,000,000","5,330,000,000","5,330,000,000","4,133,000,000","1,188,000,000","1,188,000,000","317,000,000","317,000,000","2,628,000,000","14,954,000,000","14,954,000,000","28,509,000,000","16,142,000,000","14,954,000,000","11,236,000,000","207,000,000","21,472,000,000","11,236,000,000","6,518,000,000","4,832,360,614","4,832,360,614","1,634,000,000","1,634,000,000","935,000,000","210,000,000","210,000,000","13,000,000","13,000,000","-252,000,000","-252,000,000","-152,000,000","-168,000,000","-1,063,000,000","-1,063,000,000","-16,000,000","-457,000,000","29,000,000","-486,000,000","5,365,000,000","319,000,000","4,000,000","5,042,000,000","-168,000,000","29,000,000","-486,000,000","1,466,000,000"
6/30/2004,25.254999,25.695,21.4,21.93,12.28904,285865800,"122,451,581,249","123,822,581,249",25.367,5.643,8.162,20.758,61.603,"5,965,000,000","5,965,000,000","2,030,000,000","3,935,000,000","2,132,000,000","2,132,000,000","1,803,000,000","265,000,000","2,053,000,000","469,000,000","1,584,000,000","1,584,000,000","1,584,000,000","1,584,000,000","1,584,000,000",0.325,0.325,"4,860,000,000","4,868,000,000","1,803,000,000","4,162,000,000","1,584,000,000","1,550,051,631.76","1,803,000,000","2,010,000,000","2,030,000,000","207,000,000","1,584,000,000","1,966,000,000",0.228,"10,051,631.76","29,845,000,000","10,512,000,000","5,181,000,000","5,042,000,000","2,140,000,000","1,491,000,000","19,333,000,000","6,306,000,000","10,291,000,000","-3,985,000,000","4,084,000,000","4,084,000,000","8,943,000,000","14,842,000,000","10,078,000,000","5,322,000,000","4,198,000,000","4,198,000,000","4,756,000,000","4,756,000,000","4,764,000,000","1,796,000,000","1,796,000,000","325,000,000","325,000,000","2,643,000,000","15,003,000,000","15,003,000,000","28,180,000,000","16,799,000,000","15,003,000,000","10,919,000,000","434,000,000","21,555,000,000","10,919,000,000","6,552,000,000","4,851,488,956","4,851,488,956","1,796,000,000","1,796,000,000","1,584,000,000","207,000,000","207,000,000","-10,000,000","-10,000,000","-156,000,000","-156,000,000","-164,000,000","-182,000,000","-851,000,000","-851,000,000","168,000,000","-402,000,000","81,000,000","-483,000,000","5,042,000,000","789,000,000","-41,000,000","4,294,000,000","-182,000,000","81,000,000","-483,000,000","1,614,000,000"
3/31/2004,25.24,26.75,24.889999,25.285,14.100482,235590000,"122,393,672,441","124,428,672,441",26.614,5.712,8.348,24.503,74.777,"5,078,000,000","5,078,000,000","1,753,000,000","3,325,000,000","1,874,000,000","1,874,000,000","1,451,000,000","70,000,000","1,512,000,000","385,000,000","1,127,000,000","1,127,000,000","1,127,000,000","1,127,000,000","1,127,000,000",0.23,0.23,"4,880,000,000","4,888,000,000","1,451,000,000","3,627,000,000","1,127,000,000","1,145,634,259.26","1,451,000,000","1,664,000,000","1,753,000,000","213,000,000","1,127,000,000","1,689,000,000",0.255,"-6,365,740.74","29,167,000,000","9,627,000,000","4,432,000,000","4,294,000,000","2,019,000,000","1,391,000,000","19,540,000,000","6,444,000,000","10,371,000,000","-3,927,000,000","4,140,000,000","4,140,000,000","8,956,000,000","14,505,000,000","8,968,000,000","5,115,000,000","4,030,000,000","4,030,000,000","3,853,000,000","3,853,000,000","5,537,000,000","2,614,000,000","2,614,000,000","350,000,000","350,000,000","2,573,000,000","14,662,000,000","14,662,000,000","27,203,000,000","17,276,000,000","14,662,000,000","10,522,000,000","659,000,000","21,129,000,000","10,522,000,000","6,467,000,000","4,866,547,612","4,866,547,612","1,160,000,000","1,160,000,000","1,127,000,000","213,000,000","213,000,000","-47,000,000","-47,000,000","-219,000,000","-219,000,000","-148,000,000","-170,000,000","-63,000,000","-63,000,000","981,000,000","-442,000,000","61,000,000","-503,000,000","4,294,000,000","878,000,000","54,000,000","3,362,000,000","-170,000,000","61,000,000","-503,000,000","990,000,000"
12/31/2003,25.4,25.495001,24.325001,24.620001,13.660852,188973000,"123,907,738,038","125,848,738,038",28.672,5.937,8.794,24.234,95.34,"5,193,000,000","5,193,000,000","1,897,000,000","3,296,000,000","2,204,000,000","2,204,000,000","1,092,000,000","42,000,000","1,124,000,000","197,000,000","927,000,000","927,000,000","927,000,000","927,000,000","927,000,000",0.19,0.19,"4,900,000,000","4,906,000,000","1,092,000,000","4,101,000,000","927,000,000","959,164,590.75","1,092,000,000","1,320,000,000","1,897,000,000","228,000,000","927,000,000","1,359,000,000",0.175,"-6,835,409.25","27,342,000,000","8,396,000,000","3,482,000,000","3,362,000,000","2,091,000,000","1,252,000,000","18,946,000,000","6,097,000,000","9,622,000,000","-3,525,000,000","3,989,000,000","3,989,000,000","8,860,000,000","13,252,000,000","7,886,000,000","4,980,000,000","4,058,000,000","4,058,000,000","2,906,000,000","2,906,000,000","5,366,000,000","2,517,000,000","2,517,000,000","337,000,000","337,000,000","2,512,000,000","14,090,000,000","14,090,000,000","26,687,000,000","16,607,000,000","14,090,000,000","10,101,000,000","510,000,000","19,513,000,000","10,101,000,000","5,423,000,000","4,883,063,568","4,883,063,568","1,335,000,000","1,335,000,000","927,000,000","228,000,000","228,000,000","-119,000,000","-119,000,000","-130,000,000","-130,000,000","-214,000,000","-247,000,000","-1,739,000,000","-1,739,000,000","-207,000,000","-452,000,000","50,000,000","-502,000,000","3,362,000,000","-534,000,000","106,000,000","3,656,000,000","-247,000,000","50,000,000","-502,000,000","1,088,000,000"
9/30/2003,21.5,23.200001,21.5,23.200001,12.812127,217157200,"105,311,548,660","107,012,548,660",24.409,5.135,7.786,18.9,64.388,"5,662,000,000","5,662,000,000","2,150,000,000","3,512,000,000","2,061,000,000","2,061,000,000","1,451,000,000","52,000,000","1,498,000,000","275,000,000","1,223,000,000","1,223,000,000","1,223,000,000","1,223,000,000","1,223,000,000",0.25,0.25,"4,910,000,000","4,916,000,000","1,451,000,000","4,211,000,000","1,223,000,000","1,250,758,344.46","1,451,000,000","1,662,000,000","2,150,000,000","211,000,000","1,223,000,000","1,696,000,000",0.184,"-6,241,655.54","27,407,000,000","9,044,000,000","3,847,000,000","3,656,000,000","2,142,000,000","1,293,000,000","18,363,000,000","6,064,000,000","9,528,000,000","-3,464,000,000","3,955,000,000","3,955,000,000","8,344,000,000","13,882,000,000","8,591,000,000","5,522,000,000","4,663,000,000","4,663,000,000","3,069,000,000","3,069,000,000","5,291,000,000","2,479,000,000","2,479,000,000","397,000,000","397,000,000","2,415,000,000","13,525,000,000","13,525,000,000","26,300,000,000","16,004,000,000","13,525,000,000","9,570,000,000","453,000,000","19,073,000,000","9,570,000,000","5,548,000,000","4,902,772,284","4,902,772,284","1,991,000,000","1,991,000,000","1,223,000,000","211,000,000","211,000,000","150,000,000","150,000,000","-342,000,000","-342,000,000","-160,000,000","-167,000,000","-1,226,000,000","-1,226,000,000","-204,000,000","-481,000,000","24,000,000","-505,000,000","3,656,000,000","423,000,000","-91,000,000","3,324,000,000","-167,000,000","24,000,000","-505,000,000","1,824,000,000"
6/30/2003,23.125,23.32,21.139999,22.485001,12.356497,286536800,"114,677,448,757","116,953,448,757",28.248,5.684,8.473,20.551,64.437,"5,691,000,000","5,691,000,000","2,113,000,000","3,578,000,000","1,976,000,000","1,976,000,000","1,602,000,000","146,000,000","1,750,000,000","388,000,000","1,362,000,000","1,362,000,000","1,362,000,000","1,362,000,000","1,362,000,000",0.275,0.275,"4,926,000,000","4,932,000,000","1,602,000,000","4,089,000,000","1,362,000,000","1,396,244,571.43","1,602,000,000","1,815,000,000","2,113,000,000","213,000,000","1,362,000,000","1,859,000,000",0.222,"-9,755,428.57","27,949,000,000","9,225,000,000","3,560,000,000","3,324,000,000","2,341,000,000","1,458,000,000","18,724,000,000","6,259,000,000","9,658,000,000","-3,399,000,000","4,074,000,000","4,074,000,000","8,391,000,000","14,415,000,000","9,081,000,000","5,795,000,000","4,596,000,000","4,596,000,000","3,286,000,000","3,286,000,000","5,334,000,000","2,550,000,000","2,550,000,000","296,000,000","296,000,000","2,488,000,000","13,534,000,000","13,534,000,000","25,617,000,000","16,084,000,000","13,534,000,000","9,460,000,000","144,000,000","19,370,000,000","9,460,000,000","5,836,000,000","4,920,828,542","4,920,828,542","1,531,000,000","1,531,000,000","1,362,000,000","213,000,000","213,000,000","-116,000,000","-116,000,000","-315,000,000","-315,000,000","-163,000,000","-203,000,000","-1,021,000,000","-1,021,000,000","-397,000,000","-79,000,000","12,000,000","-91,000,000","3,324,000,000","195,000,000","114,000,000","3,015,000,000","-203,000,000","12,000,000","-91,000,000","1,328,000,000"
3/31/2003,20.25,21.424999,19.5,20.200001,11.048383,238453600,"99,714,077,040","102,667,077,040",24.988,5.023,8.217,22.825,80.586,"4,498,000,000","4,498,000,000","1,602,000,000","2,896,000,000","1,820,000,000","1,820,000,000","1,076,000,000","36,000,000","1,123,000,000","288,000,000","835,000,000","835,000,000","835,000,000","835,000,000","835,000,000",0.17,0.17,"4,938,000,000","4,944,000,000","1,076,000,000","3,422,000,000","835,000,000","844,666,073.02","1,076,000,000","1,274,000,000","1,602,000,000","198,000,000","835,000,000","1,287,000,000",0.256,"-3,333,926.98","26,322,000,000","8,403,000,000","3,193,000,000","3,015,000,000","2,088,000,000","1,363,000,000","17,919,000,000","6,127,000,000","9,358,000,000","-3,231,000,000","3,851,000,000","3,851,000,000","7,941,000,000","14,187,000,000","8,651,000,000","5,265,000,000","4,194,000,000","4,194,000,000","3,386,000,000","3,386,000,000","5,536,000,000","2,760,000,000","2,760,000,000","365,000,000","365,000,000","2,411,000,000","12,135,000,000","12,135,000,000","24,799,000,000","14,895,000,000","12,135,000,000","8,284,000,000","-248,000,000","18,281,000,000","8,284,000,000","6,146,000,000","4,926,584,834","4,926,584,834","599,000,000","599,000,000","835,000,000","198,000,000","198,000,000","-103,000,000","-103,000,000","-149,000,000","-149,000,000","-188,000,000","-195,000,000","385,000,000","385,000,000","715,000,000","-330,000,000","12,000,000","-342,000,000","3,015,000,000","835,000,000","54,000,000","2,126,000,000","-195,000,000","12,000,000","-342,000,000","404,000,000"
12/31/2002,22.075001,23.004999,19.575001,20.23,11.000153,249229000,"108,327,725,366","111,338,725,366",27.4,5.564,9.18,23.22,91.637,"4,795,000,000","4,795,000,000","1,701,000,000","3,094,000,000","2,086,000,000","2,086,000,000","1,008,000,000","-27,000,000","991,000,000","267,000,000","724,000,000","724,000,000","724,000,000","724,000,000","724,000,000",0.185,0.185,"4,950,000,000","4,954,000,000","1,008,000,000","3,787,000,000","724,000,000","768,565,085.77","1,008,000,000","1,215,000,000","1,701,000,000","207,000,000","724,000,000","1,276,000,000",0.269,"-16,434,914.23","24,501,000,000","7,352,000,000","2,345,000,000","2,126,000,000","2,097,000,000","1,294,000,000","17,149,000,000","5,911,000,000","9,001,000,000","-3,090,000,000","3,553,000,000","3,553,000,000","7,685,000,000","12,701,000,000","7,341,000,000","4,686,000,000","3,692,000,000","3,692,000,000","2,655,000,000","2,655,000,000","5,360,000,000","2,701,000,000","2,701,000,000","399,000,000","399,000,000","2,260,000,000","11,800,000,000","11,800,000,000","24,506,000,000","14,501,000,000","11,800,000,000","8,247,000,000","11,000,000","17,156,000,000","8,247,000,000","5,356,000,000","4,941,958,274","4,941,958,274","1,337,000,000","1,337,000,000","724,000,000","207,000,000","207,000,000","96,000,000","96,000,000","-456,000,000","-456,000,000","-255,000,000","-269,000,000","-1,415,000,000","-1,415,000,000","-219,000,000","-203,000,000","10,000,000","-213,000,000","2,126,000,000","-534,000,000","13,000,000","2,647,000,000","-269,000,000","10,000,000","-213,000,000","1,068,000,000"
