Date,Open,High,Low,Close,Adj Close,PercentChangeClose,Percent100,Recommendation,Volume,MarketCap,EnterpriseValue,PeRatio,PsRatio,PbRatio,EnterprisesValueRevenueRatio,EnterprisesValueEBITDARatio,TotalRevenue,OperatingRevenue,CostOfRevenue,GrossProfit,OperatingExpense,SellingGeneralAndAdministration,OperatingIncome,OtherIncomeExpense,PretaxIncome,TaxProvision,NetIncomeCommonStockholders,NetIncome,NetIncomeIncludingNoncontrollingInterests,NetIncomeContinuousOperations,DilutedNIAvailtoComStockholders,BasicEPS,DilutedEPS,BasicAverageShares,DilutedAverageShares,TotalOperatingIncomeAsReported,TotalExpenses,NetIncomeFromContinuingAndDiscontinuedOperation,NormalizedIncome,EBIT,EBITDA,ReconciledCostOfRevenue,ReconciledDepreciation,NetIncomeFromContinuingOperationNetMinorityInterest,NormalizedEBITDA,TaxRateForCalcs,TaxEffectOfUnusualItems,TotalAssets,CurrentAssets,CashCashEquivalentsAndShortTermInvestments,CashAndCashEquivalents,Receivables,Inventory,TotalNonCurrentAssets,NetPPE,GrossPPE,AccumulatedDepreciation,GoodwillAndOtherIntangibleAssets,OtherIntangibleAssets,OtherNonCurrentAssets,TotalLiabilitiesNetMinorityInterest,CurrentLiabilities,PayablesAndAccruedExpenses,Payables,AccountsPayable,CurrentDebtAndCapitalLeaseObligation,CurrentDebt,TotalNonCurrentLiabilitiesNetMinorityInterest,LongTermDebtAndCapitalLeaseObligation,LongTermDebt,NonCurrentDeferredLiabilities,NonCurrentDeferredTaxesLiabilities,OtherNonCurrentLiabilities,TotalEquityGrossMinorityInterest,StockholdersEquity,RetainedEarnings,TotalCapitalization,CommonStockEquity,NetTangibleAssets,WorkingCapital,InvestedCapital,TangibleBookValue,TotalDebt,ShareIssued,OrdinarySharesNumber,OperatingCashFlow,CashFlowFromContinuingOperatingActivities,NetIncomeFromContinuingOperations,DepreciationAmortizationDepletion,DepreciationAndAmortization,DeferredTax,DeferredIncomeTax,InvestingCashFlow,CashFlowFromContinuingInvestingActivities,NetPPEPurchaseAndSale,PurchaseOfPPE,FinancingCashFlow,CashFlowFromContinuingFinancingActivities,NetIssuancePaymentsOfDebt,NetCommonStockIssuance,CommonStockIssuance,CommonStockPayments,EndCashPosition,ChangesInCash,EffectOfExchangeRateChanges,BeginningCashPosition,CapitalExpenditure,IssuanceOfCapitalStock,RepurchaseOfCapitalStock,FreeCashFlow
6/30/2015,39.380001,41.599998,39.220001,41.080002,31.564949,1.021,102.118,Buy,268100000,170991833207,193452833207,24.673,3.775,5.93,15.914,38.869,12156000000,12156000000,4748000000,7408000000,4873000000,4204000000,2535000000,1805000000,4361000000,1250000000,3108000000,3108000000,3111000000,3111000000,3108000000,0.71,0.71,4355000000,4408000000,2535000000,9621000000,3108000000,3108000000,4489000000,4977000000,4748000000,488000000,3108000000,4977000000,0.287,0,93538000000,32803000000,20947000000,8805000000,4976000000,3224000000,60735000000,14365000000,25286000000,-10921000000,26080000000,14374000000,4517000000,64897000000,28852000000,10434000000,10434000000,9997000000,18337000000,18337000000,36045000000,25977000000,25977000000,5785000000,5785000000,4283000000,28641000000,28418000000,65196000000,54395000000,28418000000,2338000000,3951000000,72732000000,2338000000,44314000000,7040000000,4349000000,3544000000,3544000000,3111000000,488000000,488000000,635000000,635000000,-2944000000,-2944000000,-586000000,-598000000,47000000,47000000,1902000000,-513000000,131000000,-644000000,8805000000,647000000,-53000000,8211000000,-598000000,131000000,-644000000,2946000000
3/31/2015,40.790001,41.610001,40.099998,40.560001,30.910381,0.993,99.336,Sell,284020300,177142384540,197212384540,25.344,3.923,5.842,18.412,67.981,10711000000,10711000000,4103000000,6608000000,4312000000,4079000000,2296000000,-23000000,1981000000,415000000,1557000000,1557000000,1566000000,1566000000,1557000000,0.36,0.35,4365000000,4422000000,2296000000,8415000000,1557000000,1557000000,2428000000,2901000000,4103000000,473000000,1557000000,2901000000,0.209,0,91016000000,32119000000,20049000000,8211000000,4461000000,3219000000,58897000000,14346000000,24984000000,-10638000000,26054000000,14061000000,4602000000,61938000000,26123000000,9542000000,9542000000,8853000000,16423000000,16423000000,35815000000,26087000000,26087000000,5432000000,5432000000,4296000000,29078000000,28837000000,63524000000,54924000000,28837000000,2783000000,5996000000,71347000000,2783000000,42510000000,7040000000,4360000000,1574000000,1574000000,1566000000,473000000,473000000,8000000,8000000,-812000000,-812000000,-495000000,-516000000,-1177000000,-1177000000,618000000,-375000000,279000000,-654000000,8211000000,-415000000,-332000000,8958000000,-516000000,279000000,-654000000,1058000000
12/31/2014,42.259998,43.830002,41.110001,41.169998,31.117046,0.99,98.984,Sell,293092200,184332520000,202428520000,23.456,4.08,5.514,18.619,118.103,10872000000,10872000000,4357000000,6515000000,5064000000,4338000000,1451000000,-394000000,1076000000,305000000,770000000,770000000,771000000,771000000,770000000,0.18,0.17,4375000000,4437000000,1451000000,9421000000,770000000,770000000,1215000000,1714000000,4357000000,499000000,770000000,1714000000,0.283,0,92023000000,32986000000,21675000000,8958000000,4466000000,3100000000,59037000000,14633000000,25258000000,-10625000000,26372000000,14272000000,4407000000,61462000000,32374000000,9634000000,9634000000,9234000000,22682000000,22682000000,29088000000,19063000000,19063000000,5636000000,5636000000,4389000000,30561000000,30320000000,63408000000,49383000000,30320000000,3948000000,612000000,72065000000,3948000000,41745000000,7040000000,4366000000,2636000000,2636000000,771000000,499000000,499000000,139000000,139000000,-948000000,-948000000,-715000000,-788000000,-3435000000,-3435000000,-86000000,-725000000,474000000,-1199000000,8958000000,-1747000000,-379000000,11084000000,-788000000,474000000,-1199000000,1848000000
9/30/2014,42.549999,44.869999,40.099998,41.880001,31.436384,1.074,107.369,Buy,529864600,186637500000,205271500000,22.813,4.13,5.478,17.14,62.526,11976000000,11976000000,4630000000,7346000000,4635000000,4507000000,2711000000,-107000000,2660000000,538000000,2114000000,2114000000,2122000000,2122000000,2114000000,0.48,0.48,4383000000,4445000000,2711000000,9265000000,2114000000,2114000000,2773000000,3283000000,4630000000,510000000,2114000000,3283000000,0.202,0,96314000000,35452000000,23714000000,11084000000,5081000000,3277000000,60862000000,14738000000,25538000000,-10800000000,26955000000,14767000000,4850000000,62645000000,32760000000,11045000000,11045000000,10517000000,21699000000,21699000000,29885000000,20111000000,20111000000,6391000000,6391000000,3383000000,33669000000,33429000000,63972000000,53540000000,33429000000,6474000000,2692000000,75239000000,6474000000,41810000000,7040000000,4375000000,3509000000,3509000000,2122000000,510000000,510000000,-112000000,-112000000,-3430000000,-3430000000,-572000000,-588000000,-258000000,-258000000,1653000000,-602000000,408000000,-1010000000,11084000000,-179000000,-355000000,11618000000,-588000000,408000000,-1010000000,2921000000
6/30/2014,42.389999,42.57,39.25,39.290001,29.278954,0.97,97.047,Sell,282905200,185748600000,204756600000,22.652,4.102,5.688,16.284,51.382,12574000000,12574000000,4819000000,7755000000,4585000000,4384000000,3170000000,177000000,3384000000,779000000,2595000000,2595000000,2605000000,2605000000,2595000000,0.59,0.58,4391000000,4454000000,3170000000,9404000000,2595000000,2595000000,3491000000,3985000000,4819000000,494000000,2595000000,3985000000,0.23,0,95489000000,33871000000,21609000000,11618000000,5870000000,3536000000,61618000000,14918000000,25528000000,-10610000000,27437000000,15141000000,4805000000,61188000000,32629000000,11029000000,11029000000,10575000000,21600000000,21600000000,28559000000,18643000000,18643000000,6469000000,6469000000,3447000000,34301000000,34071000000,63194000000,52714000000,34071000000,6634000000,1242000000,74314000000,6634000000,40243000000,7040000000,4385000000,3404000000,3404000000,2605000000,494000000,494000000,-80000000,-80000000,-915000000,-915000000,-515000000,-581000000,-143000000,-143000000,1786000000,-619000000,459000000,-1078000000,11618000000,2346000000,141000000,9131000000,-581000000,459000000,-1078000000,2823000000
3/31/2014,38.529999,41.279999,38.040001,40.790001,30.169849,1.087,108.707,Buy,382724700,169794720000,186605720000,20.347,3.72,5.118,17.644,66.597,10576000000,10576000000,4083000000,6493000000,4117000000,3989000000,2376000000,-170000000,2205000000,579000000,1619000000,1619000000,1626000000,1626000000,1619000000,0.37,0.36,4401000000,4464000000,2376000000,8200000000,1619000000,1619000000,2329000000,2802000000,4083000000,473000000,1619000000,2802000000,0.262,0,91289000000,31052000000,19433000000,9131000000,5233000000,3357000000,60237000000,14860000000,25255000000,-10395000000,27595000000,15252000000,4655000000,58367000000,30056000000,10255000000,10255000000,9959000000,19801000000,19801000000,28311000000,18640000000,18640000000,6257000000,6257000000,3414000000,32922000000,32654000000,61937000000,51294000000,32654000000,5059000000,996000000,71095000000,5059000000,38441000000,7040000000,4392000000,1066000000,1066000000,1626000000,473000000,473000000,13000000,13000000,-2213000000,-2213000000,-381000000,-449000000,205000000,205000000,1359000000,-684000000,191000000,-875000000,9131000000,-942000000,-341000000,10414000000,-449000000,191000000,-875000000,617000000
12/31/2013,41.119999,41.23,37.720001,37.82,27.753237,0.962,96.247,Sell,289400900,181846620000,197594620000,21.404,3.957,5.659,17.898,67.902,11040000000,11040000000,4315000000,6725000000,4620000000,4319000000,2105000000,119000000,2228000000,520000000,1710000000,1710000000,1708000000,1708000000,1710000000,0.39,0.38,4410000000,4482000000,2105000000,8935000000,1710000000,1710000000,2377000000,2910000000,4315000000,533000000,1710000000,2910000000,0.233,0,90055000000,31304000000,20268000000,10414000000,4873000000,3277000000,58751000000,14967000000,25032000000,-10065000000,27611000000,15299000000,4661000000,56615000000,27811000000,9886000000,9886000000,9577000000,17925000000,17925000000,28804000000,19154000000,19154000000,6152000000,6152000000,3498000000,33440000000,33173000000,61660000000,52327000000,33173000000,5562000000,3493000000,70252000000,5562000000,37079000000,7040000000,4402000000,2830000000,2830000000,1708000000,533000000,533000000,469000000,469000000,-1231000000,-1231000000,-878000000,-925000000,-2362000000,-2362000000,857000000,-691000000,249000000,-940000000,10414000000,-763000000,59000000,11118000000,-925000000,249000000,-940000000,1905000000
9/30/2013,38,39.959999,36.830002,39.57,28.835428,0.994,99.446,Sell,378979000,167278080000,183751080000,19.937,3.622,5.191,15.274,46.32,12030000000,12030000000,4793000000,7237000000,4765000000,4424000000,2472000000,862000000,3380000000,925000000,2447000000,2447000000,2455000000,2455000000,2447000000,0.55,0.54,4426000000,4498000000,2472000000,9558000000,2447000000,2447000000,3470000000,3967000000,4793000000,497000000,2447000000,3967000000,0.274,0,89432000000,31576000000,20459000000,11118000000,5116000000,3321000000,57856000000,14548000000,24401000000,-9853000000,27503000000,15091000000,4270000000,56967000000,33042000000,11008000000,11008000000,10590000000,22034000000,22034000000,23925000000,14173000000,14173000000,5307000000,5307000000,4445000000,32465000000,32132000000,61187000000,46305000000,32132000000,4629000000,-1466000000,68339000000,4629000000,36207000000,7040000000,4416000000,3756000000,3756000000,2455000000,497000000,497000000,79000000,79000000,-275000000,-275000000,-549000000,-556000000,-1519000000,-1519000000,529000000,-786000000,128000000,-914000000,11118000000,1962000000,-250000000,9406000000,-556000000,128000000,-914000000,3200000000
6/30/2013,40.5,41.25,39.5,40.080002,28.996195,0.953,95.339,Sell,260921100,177847740000,194537740000,21,3.822,5.476,15.259,47.206,12749000000,12749000000,4989000000,7760000000,4517000000,4385000000,3243000000,275000000,3525000000,831000000,2676000000,2676000000,2694000000,2694000000,2676000000,0.6,0.59,4446000000,4527000000,3243000000,9506000000,2676000000,2676000000,3647000000,4121000000,4989000000,474000000,2676000000,4121000000,0.235,0,89511000000,32572000000,19213000000,9406000000,5516000000,3643000000,56939000000,14549000000,24151000000,-9602000000,27706000000,15049000000,3855000000,56880000000,32469000000,10494000000,10494000000,10047000000,21507000000,21507000000,24411000000,14179000000,14179000000,5298000000,5298000000,4934000000,32631000000,32223000000,59978000000,46402000000,32223000000,4517000000,103000000,67909000000,4517000000,35686000000,7040000000,4434000000,3478000000,3478000000,2694000000,474000000,474000000,-57000000,-57000000,-1490000000,-1490000000,-549000000,-571000000,-1299000000,-1299000000,805000000,-921000000,534000000,-1455000000,9406000000,689000000,-445000000,9162000000,-571000000,534000000,-1455000000,2907000000
3/31/2013,40.389999,42.959999,39.77,42.330002,30.413755,1.145,114.491,Buy,317772200,179877120000,195936120000,20.528,3.861,5.486,17.756,67.124,11035000000,11035000000,4324000000,6711000000,4303000000,4182000000,2408000000,-78000000,2344000000,575000000,1751000000,1751000000,1769000000,1769000000,1751000000,0.39,0.39,4455000000,4530000000,2408000000,8627000000,1751000000,1751000000,2446000000,2919000000,4324000000,473000000,1751000000,2919000000,0.246,0,88450000000,31519000000,18428000000,9162000000,5007000000,3607000000,56931000000,14543000000,23938000000,-9395000000,27389000000,15098000000,3922000000,55556000000,31102000000,9829000000,9829000000,9447000000,20827000000,20827000000,24454000000,14291000000,14291000000,5214000000,5214000000,4949000000,32894000000,32480000000,58549000000,46771000000,32480000000,5091000000,417000000,67598000000,5091000000,35118000000,7040000000,4448000000,478000000,478000000,1769000000,473000000,473000000,157000000,157000000,-1218000000,-1218000000,-463000000,-498000000,1435000000,1435000000,2520000000,-1106000000,417000000,-1523000000,9162000000,695000000,25000000,8442000000,-498000000,417000000,-1523000000,-20000000
12/31/2012,36.990002,37.869999,36.52,37.240002,26.564339,1.008,100.849,Buy,302757300,162001250000,178060250000,18.401,3.461,4.941,15.544,59.652,11455000000,11455000000,4628000000,6827000000,4644000000,4430000000,2183000000,163000000,2377000000,487000000,1866000000,1866000000,1890000000,1890000000,1866000000,0.42,0.41,4479000000,4557000000,2183000000,9272000000,1866000000,1866000000,2472000000,2985000000,4628000000,513000000,1866000000,2985000000,0.205,0,86174000000,30328000000,16551000000,8442000000,4759000000,3264000000,55846000000,14476000000,23486000000,-9010000000,27337000000,15082000000,3585000000,53006000000,27821000000,9151000000,9151000000,8680000000,17874000000,17874000000,25185000000,14736000000,14736000000,4981000000,4981000000,5468000000,33168000000,32790000000,58045000000,47526000000,32790000000,5453000000,2507000000,65400000000,5453000000,32610000000,7040000000,4469000000,2805000000,2805000000,1890000000,513000000,513000000,476000000,476000000,-1005000000,-1005000000,-739000000,-809000000,-2948000000,-2948000000,120000000,-770000000,170000000,-940000000,8442000000,-1148000000,-25000000,9615000000,-809000000,170000000,-940000000,1996000000
9/30/2012,38.16,38.830002,36.540001,37.18,26.340805,0.927,92.655,Sell,293829600,170153980000,185669980000,20.069,3.684,5.273,15.046,50.181,12340000000,12340000000,4853000000,7487000000,4694000000,4630000000,2793000000,275000000,3084000000,755000000,2311000000,2311000000,2329000000,2329000000,2311000000,0.51,0.5,4502000000,4587000000,2793000000,9547000000,2311000000,2293630674,3186000000,3700000000,4853000000,514000000,2311000000,3677000000,0.245,"5,630,674.45",86654000000,29712000000,18083000000,9615000000,5083000000,3447000000,56942000000,15388000000,24516000000,-9128000000,27775000000,15394000000,3629000000,53064000000,27008000000,10459000000,10459000000,9803000000,16549000000,16549000000,26056000000,16181000000,16181000000,5197000000,5197000000,4678000000,33590000000,33210000000,57320000000,49391000000,33210000000,5435000000,2704000000,65940000000,5435000000,32730000000,6633483647,4486000000,3662000000,3662000000,2329000000,514000000,514000000,103000000,103000000,-1839000000,-1839000000,-650000000,-666000000,-1547000000,-1547000000,235000000,-685000000,324000000,-1009000000,9615000000,276000000,2000000,9337000000,-666000000,324000000,-1009000000,2996000000
6/30/2012,39.049999,40.665001,38.049999,40.400002,28.428829,1.066,106.593,Buy,289020200,176005690000,191341690000,20.795,3.839,5.363,14.623,45.096,13085000000,13085000000,5224000000,7861000000,4567000000,4497000000,3294000000,329000000,3623000000,823000000,2788000000,2788000000,2800000000,2800000000,2788000000,0.62,0.605,4510000000,4592000000,3294000000,9791000000,2788000000,2723081424,3735000000,4243000000,5224000000,508000000,2788000000,4159000000,0.227,"19,081,424.23",85149000000,29325000000,16966000000,9337000000,5397000000,3587000000,55824000000,15174000000,23917000000,-8743000000,27751000000,15394000000,3663000000,52520000000,26482000000,10390000000,10390000000,9775000000,16092000000,16092000000,26038000000,16390000000,16390000000,4990000000,4990000000,4658000000,32629000000,32269000000,56159000000,48659000000,32269000000,4518000000,2843000000,64751000000,4518000000,32482000000,7040000000,4502000000,3685000000,3685000000,2800000000,508000000,508000000,156000000,156000000,-3677000000,-3677000000,-683000000,-713000000,-774000000,-774000000,1340000000,-972000000,559000000,-1531000000,9337000000,-766000000,-561000000,10664000000,-713000000,559000000,-1531000000,2972000000
3/31/2012,36.915001,38.91,35.91,38.16,26.670477,1.138,113.844,Buy,292370000,167040570000,181573570000,20.057,3.694,5.28,16.304,55.697,11137000000,11137000000,4348000000,6789000000,4280000000,4181000000,2509000000,189000000,2725000000,658000000,2054000000,2054000000,2067000000,2067000000,2054000000,0.455,0.445,4526000000,4602000000,2509000000,8628000000,2054000000,2016831927,2813000000,3260000000,4348000000,447000000,2054000000,3211000000,0.241,"11,831,926.61",83897000000,28023000000,15779000000,10664000000,4814000000,3442000000,55874000000,15300000000,23955000000,-8655000000,27893000000,15549000000,3770000000,50679000000,24846000000,10082000000,10082000000,9717000000,14764000000,14764000000,25833000000,16351000000,16351000000,4819000000,4819000000,4663000000,33218000000,32818000000,54520000000,49169000000,32818000000,4925000000,3177000000,63933000000,4925000000,31115000000,7040000000,4514000000,493000000,493000000,2067000000,447000000,447000000,-103000000,-103000000,-4883000000,-4883000000,-565000000,-592000000,1922000000,1922000000,2523000000,-643000000,436000000,-1079000000,10664000000,-2468000000,329000000,12803000000,-592000000,436000000,-1079000000,-99000000
12/31/2011,35.075001,35.355,33.285,33.764999,23.427187,0.996,99.562,Sell,300231600,158918117383,171609117383,12.862,3.549,4.768,15.544,60.298,11040000000,11040000000,4403000000,6637000000,4686000000,4411000000,1951000000,237000000,2211000000,537000000,1654000000,1654000000,1674000000,1674000000,1654000000,0.37,0.36,4535000000,4610000000,1951000000,9089000000,1654000000,1591915875,2315000000,2846000000,4403000000,531000000,1654000000,2764000000,0.243,"19,915,875.17",79974000000,25497000000,14035000000,12803000000,4920000000,3092000000,54477000000,14939000000,23151000000,-8212000000,27669000000,15450000000,3495000000,48053000000,24283000000,7918000000,2534000000,2172000000,14912000000,14912000000,23770000000,13656000000,13656000000,4694000000,4694000000,5420000000,31921000000,31635000000,53550000000,45291000000,31635000000,3966000000,1214000000,60203000000,3966000000,28568000000,7040000000,4526000000,2674000000,2674000000,1674000000,531000000,531000000,834000000,834000000,890000000,890000000,-970000000,-1005000000,-3410000000,-3410000000,-563000000,-718000000,187000000,-905000000,12803000000,154000000,-33000000,12682000000,-1005000000,187000000,-905000000,1669000000
9/30/2011,33.294998,34.544998,31.67,34.16,23.530317,1.011,101.141,Buy,406481800,153428760000,166119760000,12.419,3.427,4.62,13.563,47.395,12248000000,12248000000,4875000000,7373000000,4623000000,4527000000,2750000000,148000000,2923000000,680000000,2221000000,2221000000,2243000000,2243000000,2221000000,0.485,0.475,4572000000,4652000000,2750000000,9498000000,2221000000,2245555594,3039000000,3505000000,4875000000,466000000,2221000000,3537000000,0.233,"-7,444,406.43",81753000000,28191000000,16497000000,12682000000,5131000000,3172000000,53562000000,14522000000,22640000000,-8118000000,27484000000,15411000000,3219000000,48254000000,25581000000,23499000000,23499000000,23235000000,2082000000,2082000000,22673000000,13708000000,13708000000,4561000000,4561000000,4404000000,33499000000,33209000000,52965000000,46917000000,33209000000,5725000000,2610000000,48999000000,5725000000,15790000000,7040000000,4542000000,3158000000,3158000000,2243000000,466000000,466000000,16000000,16000000,-1086000000,-1086000000,-705000000,-725000000,1146000000,1146000000,2792000000,-1657000000,580000000,-2237000000,12682000000,3218000000,-702000000,10166000000,-725000000,580000000,-2237000000,2433000000
6/30/2011,33.509998,34.91,33.294998,34.005001,23.264864,1.015,101.545,Buy,325485600,154043933690,166211933690,12.531,3.726,4.383,13.05,38.218,12737000000,12737000000,4989000000,7748000000,4574000000,4422000000,3174000000,583000000,3794000000,990000000,2797000000,2797000000,2804000000,2804000000,2797000000,0.61,0.6,4580000000,4660000000,3174000000,9563000000,2797000000,2529459673,3878000000,4349000000,4989000000,471000000,2797000000,3987000000,0.261,"94,459,673.17",80090000000,26539000000,14017000000,10166000000,5630000000,3237000000,53551000000,14933000000,22928000000,-7995000000,27461000000,15457000000,2701000000,44666000000,24194000000,21708000000,21708000000,21312000000,2486000000,2486000000,20472000000,11373000000,11373000000,4706000000,4706000000,4393000000,35424000000,35142000000,51816000000,46515000000,35142000000,7681000000,2345000000,49001000000,7681000000,13859000000,7040000000,4586000000,3184000000,3184000000,2804000000,471000000,471000000,204000000,204000000,-1281000000,-1281000000,-578000000,-601000000,-956000000,-956000000,18000000,120000000,362000000,-242000000,10166000000,947000000,144000000,9075000000,-601000000,362000000,-242000000,2583000000
3/31/2011,33.445,34.235001,32.904999,33.73,22.910858,1.081,108.113,Buy,303736200,152258821306,166061821306,12.782,4.063,4.717,15.79,53.396,10517000000,10517000000,3949000000,6568000000,4289000000,4080000000,2279000000,251000000,2511000000,598000000,1900000000,1900000000,1913000000,1913000000,1900000000,0.415,0.41,4584000000,4662000000,2279000000,8238000000,1900000000,1810863799,2624000000,3110000000,3949000000,486000000,1900000000,2993000000,0.238,"27,863,799.28",76058000000,23542000000,12277000000,9075000000,4533000000,3033000000,52516000000,14834000000,22334000000,-7500000000,27354000000,15405000000,2740000000,43462000000,21923000000,8524000000,8524000000,8291000000,13399000000,13399000000,21539000000,12681000000,12681000000,4421000000,4421000000,4437000000,32596000000,32279000000,50097000000,44960000000,32279000000,4925000000,1619000000,58359000000,4925000000,26080000000,7040000000,4574000000,458000000,458000000,1913000000,486000000,486000000,-26000000,-26000000,-1047000000,-1047000000,-566000000,-589000000,986000000,986000000,2718000000,-689000000,440000000,-1129000000,9075000000,397000000,161000000,8517000000,-589000000,440000000,-1129000000,-131000000
12/31/2010,32.939999,32.939999,30.945,31.424999,21.191544,1.032,103.203,Buy,366736200,150744840000,162824840000,12.998,4.369,4.862,15.516,22.499,10494000000,10494000000,4279000000,6215000000,5056000000,4511000000,1159000000,5472000000,6241000000,457000000,5771000000,5771000000,5784000000,5784000000,5771000000,1.24,1.235,4622000000,4694000000,1159000000,9335000000,5771000000,864655504,6728000000,7237000000,4279000000,509000000,5771000000,1943000000,0.073,"387,655,503.93",72921000000,21579000000,11337000000,8517000000,4430000000,2650000000,51342000000,14727000000,21706000000,-6979000000,26909000000,15244000000,2121000000,41604000000,18508000000,8859000000,1887000000,1887000000,9376000000,9376000000,23096000000,14041000000,14041000000,4261000000,4261000000,4794000000,31317000000,31003000000,49278000000,45044000000,31003000000,4094000000,3071000000,54420000000,4094000000,23417000000,7040000000,4584000000,2308000000,2308000000,5784000000,509000000,509000000,571000000,571000000,-1692000000,-1692000000,-840000000,-880000000,-2580000000,-2580000000,220000000,-1827000000,1131000000,-2958000000,8517000000,-1964000000,-28000000,10509000000,-880000000,1131000000,-2958000000,1428000000
9/30/2010,29.52,30.875,29.26,30.66,20.533768,1.121,112.111,Buy,387123000,135149741052,135277741052,18.006,4.248,4.843,16.055,43.596,8426000000,8426000000,2918000000,5508000000,3164000000,3064000000,2344000000,343000000,2700000000,633000000,2055000000,2055000000,2067000000,2067000000,2055000000,0.445,0.44,4620000000,4672000000,2344000000,6082000000,2055000000,2064186667,2780000000,3103000000,2918000000,323000000,2055000000,3115000000,0.234,"-2,813,333.33",54089000000,23105000000,13265000000,10509000000,3720000000,2259000000,30984000000,9145000000,15911000000,-6766000000,12259000000,8377000000,2100000000,25888000000,17271000000,8120000000,8120000000,7691000000,8937000000,8937000000,8617000000,4456000000,4456000000,1384000000,1384000000,2777000000,28201000000,27906000000,44541000000,32362000000,27906000000,15647000000,5834000000,41299000000,15647000000,13393000000,7040000000,4630000000,2914000000,2914000000,2067000000,323000000,323000000,13000000,13000000,-1375000000,-1375000000,-413000000,-442000000,990000000,990000000,1678000000,327000000,328000000,-1000000,10509000000,2529000000,245000000,7735000000,-442000000,328000000,-1000000,2472000000
6/30/2010,25.15,27.655001,24.735001,27.555,18.31551,1.04,103.978,Buy,373304800,115629377024,117172377024,15.761,3.682,4.531,13.508,33.288,8674000000,8674000000,2955000000,5719000000,2956000000,2878000000,2763000000,374000000,3123000000,741000000,2369000000,2369000000,2382000000,2382000000,2369000000,0.513,0.51,4608000000,4650000000,2763000000,5911000000,2369000000,2355270893,3204000000,3520000000,2955000000,316000000,2369000000,3502000000,0.237,"4,270,893.37",48444000000,18574000000,10166000000,7735000000,4001000000,2363000000,29870000000,8931000000,15641000000,-6710000000,12109000000,8299000000,2092000000,22636000000,13934000000,6652000000,6652000000,6202000000,7282000000,7282000000,8702000000,4427000000,4427000000,1556000000,1556000000,2719000000,25808000000,25518000000,43490000000,29945000000,25518000000,13409000000,4640000000,37227000000,13409000000,11709000000,7040000000,4614000000,2984000000,2984000000,2382000000,316000000,316000000,-1000000,-1000000,30000000,30000000,-451000000,-500000000,-832000000,-832000000,99000000,84000000,84000000,0,7735000000,2182000000,-131000000,5684000000,-500000000,84000000,0,2484000000
3/31/2010,27.68,27.780001,26.280001,26.725,17.614805,0.993,99.332,Sell,443832000,126781816590,129622816590,18.092,4.09,5.097,17.226,50.654,7525000000,7525000000,2541000000,4984000000,2801000000,2705000000,2183000000,21000000,2179000000,553000000,1614000000,1614000000,1626000000,1626000000,1614000000,0.35,0.345,4608000000,4654000000,2183000000,5342000000,1614000000,1699814594,2264000000,2559000000,2541000000,295000000,1614000000,2674000000,0.254,"-29,185,406.15",47403000000,17208000000,8794000000,5684000000,3705000000,2327000000,30195000000,9036000000,15788000000,-6752000000,12315000000,8410000000,2095000000,22246000000,13583000000,6367000000,6367000000,5963000000,7216000000,7216000000,8663000000,4419000000,4419000000,1481000000,1481000000,2763000000,25157000000,24872000000,42136000000,29291000000,24872000000,12557000000,3625000000,36507000000,12557000000,11635000000,7040000000,4612000000,1326000000,1326000000,1626000000,295000000,295000000,34000000,34000000,-1368000000,-1368000000,-377000000,-393000000,-1043000000,-1043000000,-149000000,121000000,123000000,-2000000,5684000000,-1085000000,-252000000,7021000000,-393000000,123000000,-2000000,933000000
12/31/2009,28.58,28.715,26.85,27.125,17.733313,1.025,102.486,Buy,385386200,131271000000,133917000000,19.454,4.284,5.293,17.832,56.386,7510000000,7510000000,2651000000,4859000000,3079000000,2978000000,1780000000,199000000,1960000000,382000000,1543000000,1543000000,1578000000,1578000000,1543000000,0.335,0.33,4628000000,4688000000,1780000000,5730000000,1543000000,1521262245,2044000000,2375000000,2651000000,331000000,1543000000,2348000000,0.195,"5,262,244.90",48671000000,17551000000,9213000000,7021000000,3758000000,2354000000,31120000000,9561000000,16467000000,-6906000000,12828000000,8604000000,1976000000,23325000000,13721000000,6921000000,1674000000,1410000000,6800000000,6800000000,9604000000,5059000000,5059000000,1580000000,1580000000,2965000000,25346000000,24799000000,41537000000,29858000000,24799000000,11971000000,3830000000,36658000000,11971000000,11859000000,7040000000,4606000000,1916000000,1916000000,1578000000,331000000,331000000,327000000,327000000,-2589000000,-2589000000,-524000000,-594000000,-1409000000,-1409000000,622000000,-1081000000,431000000,-1512000000,7021000000,-2082000000,257000000,8846000000,-594000000,431000000,-1512000000,1322000000
